A, Mass Sum Yield, Uncert Total
 102, 3.9811e+00, 8.0360e-01
 103, 2.6732e+00, 6.4925e-01
 104, 1.6802e+00, 4.6810e-01
 105, 7.7530e-01, 2.7657e-01
 106, 3.2770e-01, 1.3743e-01
 107, 1.1010e-01, 5.2380e-02
 108, 4.3000e-02, 2.3100e-02
 109, 1.8100e-02, 1.0580e-02
 110, 1.3200e-02, 8.8000e-03
 111, 1.5800e-02, 9.3600e-03
 112, 1.8100e-02, 9.9300e-03
 113, 1.5900e-02, 1.2430e-02
 114, 1.7700e-02, 1.1790e-02
 115, 1.8400e-02, 1.2950e-02
 116, 2.1600e-02, 1.6960e-02
 117, 1.6600e-02, 1.2040e-02
 118, 1.6500e-02, 1.2320e-02
 119, 1.6500e-02, 1.2660e-02
 120, 1.4200e-02, 9.7700e-03
 121, 1.4100e-02, 8.3700e-03
 122, 1.2400e-02, 7.9500e-03
 123, 9.6000e-03, 9.1800e-03
 124, 9.5000e-03, 6.4200e-03
 125, 1.6900e-02, 1.2040e-02
 126, 4.4500e-02, 2.7960e-02
 127, 1.2790e-01, 7.2950e-02
 128, 3.7660e-01, 1.7161e-01
 129, 9.1320e-01, 3.0010e-01
 130, 1.7639e+00, 4.9480e-01
 131, 2.7843e+00, 6.7920e-01
 132, 4.1406e+00, 7.9010e-01
 133, 6.1467e+00, 8.3291e-01
 134, 7.7949e+00, 6.7243e-01
 135, 6.7686e+00, 3.4776e-01
 136, 6.6446e+00, 3.2157e-01
 137, 6.3455e+00, 4.3610e-01
 138, 6.7397e+00, 5.4166e-01
 139, 6.4017e+00, 5.3385e-01
 140, 5.9379e+00, 5.6117e-01
 141, 5.5885e+00, 4.8723e-01
 142, 6.0880e+00, 4.7791e-01
 143, 5.6242e+00, 4.3571e-01
 144, 5.2799e+00, 3.3409e-01
 145, 4.1671e+00, 2.9968e-01
 146, 3.1615e+00, 2.6529e-01
 147, 2.3410e+00, 3.0008e-01
 148, 1.7871e+00, 3.5745e-01
 149, 1.1747e+00, 3.2832e-01
 150, 7.0020e-01, 3.1544e-01
 151, 4.2920e-01, 2.5680e-01
 152, 2.7280e-01, 1.7797e-01
 153, 1.5650e-01, 1.1764e-01
 154, 8.8600e-02, 7.7130e-02
 155, 4.0500e-02, 3.5140e-02
 156, 1.5400e-02, 1.5400e-02
 157, 6.9000e-03, 6.9000e-03
 158, 2.8000e-03, 2.8000e-03
 159, 1.0000e-03, 1.0000e-03
 160, 1.0000e-04, 1.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 1.0000e-04, 1.0000e-04
  0.0009085 MeV.
  74, 2.0000e-04, 2.0000e-04
  75, 9.0000e-04, 9.0000e-04
  76, 4.7000e-03, 4.6500e-03
  77, 8.1000e-03, 7.3100e-03
  78, 2.2700e-02, 1.6590e-02
  79, 5.9500e-02, 3.7930e-02
  80, 1.3230e-01, 8.0730e-02
  81, 2.0450e-01, 1.0510e-01
  82, 3.1970e-01, 1.6777e-01
  83, 4.9710e-01, 2.2529e-01
  84, 9.0220e-01, 2.9206e-01
  85, 1.3396e+00, 2.8040e-01
  86, 1.9408e+00, 2.9085e-01
  87, 2.5114e+00, 2.8570e-01
  88, 3.7483e+00, 4.3707e-01
  89, 4.7287e+00, 4.6706e-01
  90, 5.6302e+00, 4.5908e-01
  91, 5.7574e+00, 5.1480e-01
  92, 6.1429e+00, 5.1656e-01
  93, 6.0918e+00, 5.5012e-01
  94, 6.9374e+00, 5.8671e-01
  95, 6.5951e+00, 5.2526e-01
  96, 6.3386e+00, 4.7700e-01
  97, 6.0767e+00, 3.2950e-01
  98, 6.3927e+00, 3.3567e-01
  99, 6.2273e+00, 3.7622e-01
 100, 6.3814e+00, 6.9461e-01
 101, 5.2411e+00, 7.6473e-01
 102, 4.0014e+00, 8.0381e-01
 103, 2.6638e+00, 7.6663e-01
 104, 1.6842e+00, 5.6267e-01
 105, 8.0790e-01, 3.3933e-01
 106, 3.3790e-01, 1.8690e-01
 107, 1.1930e-01, 7.2710e-02
 108, 4.1600e-02, 2.8380e-02
 109, 1.9000e-02, 1.1490e-02
 110, 1.4000e-02, 1.0400e-02
 111, 1.1500e-02, 8.0300e-03
 112, 1.4200e-02, 7.9300e-03
 113, 1.4800e-02, 9.3600e-03
 114, 1.8100e-02, 9.0200e-03
 115, 1.6100e-02, 7.6800e-03
 116, 1.8600e-02, 8.1800e-03
 117, 1.6300e-02, 8.6200e-03
 118, 1.4600e-02, 9.8300e-03
 119, 1.3500e-02, 7.9400e-03
 120, 1.3500e-02, 9.3700e-03
 121, 1.1400e-02, 8.3100e-03
 122, 1.1000e-02, 7.4200e-03
 123, 9.4000e-03, 4.6000e-03
 124, 9.8000e-03, 7.8900e-03
 125, 1.5100e-02, 1.2740e-02
 126, 4.4300e-02, 3.7990e-02
 127, 1.3780e-01, 9.0640e-02
 128, 3.8210e-01, 2.1942e-01
 129, 8.9970e-01, 3.6942e-01
 130, 1.7947e+00, 6.0982e-01
 131, 2.8107e+00, 7.6463e-01
 132, 4.1616e+00, 8.3460e-01
 133, 6.1399e+00, 7.9666e-01
 134, 7.7886e+00, 6.4577e-01
 135, 6.7998e+00, 3.8884e-01
 136, 6.6014e+00, 3.2511e-01
 137, 6.3427e+00, 4.1863e-01
 138, 6.7403e+00, 5.2561e-01
 139, 6.3787e+00, 5.5516e-01
 140, 5.9468e+00, 5.1175e-01
 141, 5.5631e+00, 4.4735e-01
 142, 6.0567e+00, 5.0080e-01
 143, 5.6572e+00, 5.0423e-01
 144, 5.2645e+00, 4.4855e-01
 145, 4.1682e+00, 4.1617e-01
 146, 3.1446e+00, 3.5238e-01
 147, 2.3300e+00, 2.9237e-01
 148, 1.8198e+00, 2.8362e-01
 149, 1.1575e+00, 2.6509e-01
 150, 7.1870e-01, 2.1771e-01
 151, 4.3010e-01, 1.7703e-01
 152, 2.8010e-01, 1.2120e-01
 153, 1.5300e-01, 8.3940e-02
 154, 8.8200e-02, 4.9570e-02
 155, 3.9900e-02, 2.3980e-02
 156, 1.7700e-02, 1.3360e-02
 157, 7.7000e-03, 6.4000e-03
 158, 2.9000e-03, 2.9000e-03
 159, 6.0000e-04, 6.0000e-04
 160, 1.0000e-04, 1.0000e-04
 161, 0.0000e+00, 0.0000e+00
 162, 0.0000e+00, 0.0000e+00
  0.002294 MeV.
  74, 2.0000e-04, 2.0000e-04
  75, 1.5000e-03, 1.5000e-03
  76, 4.0000e-03, 4.0000e-03
  77, 9.6000e-03, 9.6000e-03
  78, 2.3000e-02, 1.9900e-02
  79, 5.8900e-02, 4.7380e-02
  80, 1.3310e-01, 1.0689e-01
  81, 1.8800e-01, 1.3458e-01
  82, 3.2200e-01, 1.9298e-01
  83, 5.1220e-01, 2.4502e-01
  84, 8.8090e-01, 3.1768e-01
  85, 1.3194e+00, 2.7988e-01
  86, 1.9409e+00, 2.8177e-01
  87, 2.5102e+00, 2.8799e-01
  88, 3.7231e+00, 3.5696e-01
  89, 4.7205e+00, 3.9020e-01
  90, 5.6307e+00, 5.2677e-01
  91, 5.7584e+00, 5.1631e-01
  92, 6.1302e+00, 5.4069e-01
  93, 6.0777e+00, 5.5470e-01
  94, 6.9675e+00, 5.9787e-01
  95, 6.6246e+00, 5.9124e-01
  96, 6.3385e+00, 4.7100e-01
  97, 6.0942e+00, 3.0245e-01
  98, 6.3786e+00, 3.3189e-01
  99, 6.2833e+00, 4.8969e-01
 100, 6.4394e+00, 6.7760e-01
 101, 5.2096e+00, 7.3998e-01
 102, 3.9665e+00, 7.6110e-01
 103, 2.6799e+00, 6.0313e-01
 104, 1.6609e+00, 4.1045e-01
 105, 8.1140e-01, 2.5215e-01
 106, 3.3620e-01, 1.2219e-01
 107, 1.0960e-01, 5.7550e-02
 108, 4.0400e-02, 2.8270e-02
 109, 1.9000e-02, 7.1400e-03
 110, 1.6000e-02, 9.6000e-03
 111, 1.4000e-02, 9.9300e-03
 112, 1.4200e-02, 8.4700e-03
 113, 1.5100e-02, 1.1180e-02
 114, 1.6500e-02, 1.0990e-02
 115, 1.5300e-02, 1.3830e-02
 116, 1.9700e-02, 1.3020e-02
 117, 1.4800e-02, 9.6000e-03
 118, 1.5300e-02, 1.0840e-02
 119, 1.4300e-02, 8.2200e-03
 120, 1.6300e-02, 1.0760e-02
 121, 1.3200e-02, 8.2900e-03
 122, 1.1400e-02, 6.1900e-03
 123, 8.6000e-03, 7.7400e-03
 124, 1.1000e-02, 6.2900e-03
 125, 1.5900e-02, 9.1400e-03
 126, 4.5000e-02, 2.5220e-02
 127, 1.2580e-01, 6.6480e-02
 128, 3.8160e-01, 1.4428e-01
 129, 8.9650e-01, 2.6317e-01
 130, 1.7796e+00, 4.6443e-01
 131, 2.8478e+00, 5.9649e-01
 132, 4.1257e+00, 7.3441e-01
 133, 6.1396e+00, 8.0832e-01
 134, 7.8251e+00, 7.5921e-01
 135, 6.7993e+00, 4.0830e-01
 136, 6.6460e+00, 2.5862e-01
 137, 6.3485e+00, 3.9713e-01
 138, 6.6927e+00, 5.9792e-01
 139, 6.4205e+00, 5.6827e-01
 140, 5.9813e+00, 5.2675e-01
 141, 5.5761e+00, 4.9350e-01
 142, 6.0808e+00, 5.5858e-01
 143, 5.6132e+00, 4.7770e-01
 144, 5.2584e+00, 4.3247e-01
 145, 4.1412e+00, 3.3985e-01
 146, 3.1452e+00, 3.1205e-01
 147, 2.3254e+00, 2.8312e-01
 148, 1.7848e+00, 3.0063e-01
 149, 1.1681e+00, 2.8584e-01
 150, 7.1250e-01, 2.4209e-01
 151, 4.2480e-01, 1.9445e-01
 152, 2.7390e-01, 1.5799e-01
 153, 1.5450e-01, 1.1619e-01
 154, 8.1700e-02, 6.5270e-02
 155, 4.0300e-02, 2.9230e-02
 156, 1.5700e-02, 1.5540e-02
 157, 7.9000e-03, 7.4600e-03
 158, 3.3000e-03, 3.3000e-03
 159, 1.1000e-03, 1.1000e-03
 160, 4.0000e-04, 4.0000e-04
 161, 0.0000e+00, 0.0000e+00
 162, 0.0000e+00, 0.0000e+00
  0.006844 MeV.
  72, 1.0000e-04, 1.0000e-04
  73, 1.0000e-04, 1.0000e-04
  74, 4.0000e-04, 4.0000e-04
  75, 5.0000e-04, 5.0000e-04
  76, 4.3000e-03, 4.3000e-03
  77, 9.2000e-03, 9.1900e-03
  78, 2.5800e-02, 1.7900e-02
  79, 6.2300e-02, 4.6660e-02
  80, 1.3310e-01, 9.7930e-02
  81, 1.8870e-01, 1.3708e-01
  82, 3.0820e-01, 2.0568e-01
  83, 4.9760e-01, 2.8972e-01
  84, 8.8310e-01, 3.7162e-01
  85, 1.3413e+00, 3.9130e-01
  86, 1.9377e+00, 3.8455e-01
  87, 2.4779e+00, 4.0677e-01
  88, 3.7249e+00, 4.8473e-01
  89, 4.7189e+00, 4.9526e-01
  90, 5.6578e+00, 3.9258e-01
  91, 5.7998e+00, 5.2606e-01
  92, 6.1281e+00, 5.8574e-01
  93, 6.0957e+00, 5.7266e-01
  94, 6.9642e+00, 6.6834e-01
  95, 6.5928e+00, 6.7637e-01
  96, 6.3654e+00, 5.2595e-01
  97, 6.0902e+00, 3.7190e-01
  98, 6.3698e+00, 2.4641e-01
  99, 6.2462e+00, 4.0425e-01
 100, 6.4129e+00, 7.8411e-01
 101, 5.2203e+00, 8.2322e-01
 102, 3.9964e+00, 7.9003e-01
 103, 2.6635e+00, 6.6582e-01
 104, 1.6715e+00, 4.6722e-01
 105, 7.9780e-01, 2.5308e-01
 106, 3.4670e-01, 1.2634e-01
 107, 1.1180e-01, 4.2870e-02
 108, 4.4300e-02, 1.9130e-02
 109, 1.6400e-02, 9.3400e-03
 110, 1.3500e-02, 9.8200e-03
 111, 1.3400e-02, 8.6500e-03
 112, 1.5200e-02, 9.0100e-03
 113, 1.5500e-02, 8.9400e-03
 114, 1.6400e-02, 1.2870e-02
 115, 1.7100e-02, 1.0710e-02
 116, 1.6400e-02, 1.2330e-02
 117, 1.8200e-02, 8.9300e-03
 118, 1.5300e-02, 8.6900e-03
 119, 1.5700e-02, 1.0830e-02
 120, 1.4800e-02, 8.1400e-03
 121, 1.2100e-02, 9.5900e-03
 122, 1.1300e-02, 7.3400e-03
 123, 9.2000e-03, 6.7900e-03
 124, 1.0400e-02, 8.5900e-03
 125, 1.2900e-02, 1.0360e-02
 126, 4.6000e-02, 1.7520e-02
 127, 1.3350e-01, 6.1150e-02
 128, 3.8700e-01, 1.4222e-01
 129, 9.0450e-01, 3.1302e-01
 130, 1.7859e+00, 4.7781e-01
 131, 2.7978e+00, 6.6630e-01
 132, 4.1366e+00, 7.6696e-01
 133, 6.1371e+00, 9.0495e-01
 134, 7.8146e+00, 7.6317e-01
 135, 6.7962e+00, 3.3832e-01
 136, 6.6176e+00, 3.1456e-01
 137, 6.3899e+00, 5.0820e-01
 138, 6.7252e+00, 6.0405e-01
 139, 6.3566e+00, 6.0626e-01
 140, 5.9594e+00, 6.3282e-01
 141, 5.6046e+00, 5.4007e-01
 142, 6.0938e+00, 5.1464e-01
 143, 5.6509e+00, 4.1748e-01
 144, 5.2888e+00, 4.4313e-01
 145, 4.1301e+00, 4.7244e-01
 146, 3.1245e+00, 4.1513e-01
 147, 2.3060e+00, 3.9055e-01
 148, 1.7943e+00, 4.1021e-01
 149, 1.1783e+00, 3.5243e-01
 150, 7.1180e-01, 2.9420e-01
 151, 4.2270e-01, 2.1793e-01
 152, 2.6640e-01, 1.6778e-01
 153, 1.5010e-01, 1.0437e-01
 154, 8.6400e-02, 5.7840e-02
 155, 4.2300e-02, 2.8480e-02
 156, 1.6500e-02, 1.4630e-02
 157, 7.1000e-03, 7.1000e-03
 158, 2.6000e-03, 2.6000e-03
 159, 1.3000e-03, 1.3000e-03
 160, 2.0000e-04, 2.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 2.0000e-04, 2.0000e-04
 163, 0.0000e+00, 0.0000e+00
  0.0161 MeV.
  74, 4.0000e-04, 4.0000e-04
  75, 1.7000e-03, 1.7000e-03
  76, 4.2000e-03, 4.2000e-03
  77, 1.0100e-02, 1.0100e-02
  78, 2.4100e-02, 1.8040e-02
  79, 6.1400e-02, 4.0060e-02
  80, 1.3110e-01, 7.3630e-02
  81, 1.8870e-01, 1.0899e-01
  82, 3.1440e-01, 1.6734e-01
  83, 5.1010e-01, 2.1411e-01
  84, 9.0380e-01, 3.1458e-01
  85, 1.3492e+00, 3.1158e-01
  86, 1.8890e+00, 3.2769e-01
  87, 2.4761e+00, 3.3151e-01
  88, 3.7470e+00, 3.8273e-01
  89, 4.7061e+00, 5.1342e-01
  90, 5.6318e+00, 3.9772e-01
  91, 5.7302e+00, 3.7350e-01
  92, 6.1431e+00, 5.0393e-01
  93, 6.0826e+00, 4.7065e-01
  94, 6.9120e+00, 5.2268e-01
  95, 6.6319e+00, 4.6000e-01
  96, 6.3755e+00, 3.7376e-01
  97, 6.0791e+00, 2.9757e-01
  98, 6.4226e+00, 3.0099e-01
  99, 6.2462e+00, 3.2468e-01
 100, 6.4336e+00, 5.7491e-01
 101, 5.2522e+00, 7.2014e-01
 102, 3.9894e+00, 7.2610e-01
 103, 2.6933e+00, 6.6243e-01
 104, 1.6740e+00, 5.2309e-01
 105, 7.9280e-01, 3.4861e-01
 106, 3.2630e-01, 1.9332e-01
 107, 1.1450e-01, 7.6850e-02
 108, 3.9000e-02, 3.7630e-02
 109, 1.9700e-02, 1.2490e-02
 110, 1.3700e-02, 6.4400e-03
 111, 1.3100e-02, 6.0400e-03
 112, 1.4200e-02, 7.6600e-03
 113, 1.5000e-02, 8.7900e-03
 114, 1.7400e-02, 9.8700e-03
 115, 1.7500e-02, 1.0400e-02
 116, 1.6600e-02, 1.0020e-02
 117, 1.4400e-02, 9.8300e-03
 118, 1.5700e-02, 7.9500e-03
 119, 1.5200e-02, 8.1900e-03
 120, 1.5100e-02, 8.4200e-03
 121, 1.3200e-02, 8.3100e-03
 122, 8.6000e-03, 7.0500e-03
 123, 9.1000e-03, 6.5800e-03
 124, 1.0800e-02, 9.8300e-03
 125, 1.8900e-02, 1.3240e-02
 126, 4.3100e-02, 3.7280e-02
 127, 1.3430e-01, 1.0559e-01
 128, 3.7450e-01, 2.3618e-01
 129, 8.9480e-01, 3.5336e-01
 130, 1.7858e+00, 5.3956e-01
 131, 2.8146e+00, 7.3250e-01
 132, 4.1917e+00, 7.2495e-01
 133, 6.1660e+00, 7.1051e-01
 134, 7.7848e+00, 5.2633e-01
 135, 6.8404e+00, 3.5466e-01
 136, 6.6637e+00, 2.8910e-01
 137, 6.3466e+00, 2.9077e-01
 138, 6.7879e+00, 4.5040e-01
 139, 6.3542e+00, 4.7898e-01
 140, 5.9450e+00, 4.7379e-01
 141, 5.5806e+00, 4.3003e-01
 142, 6.0199e+00, 4.6899e-01
 143, 5.6613e+00, 3.4796e-01
 144, 5.2384e+00, 4.7492e-01
 145, 4.1310e+00, 4.2456e-01
 146, 3.1168e+00, 3.2431e-01
 147, 2.2893e+00, 3.0353e-01
 148, 1.8045e+00, 3.3528e-01
 149, 1.1807e+00, 2.8670e-01
 150, 7.1980e-01, 2.2561e-01
 151, 4.2020e-01, 1.8337e-01
 152, 2.6760e-01, 1.2471e-01
 153, 1.5520e-01, 8.6930e-02
 154, 8.3500e-02, 4.7920e-02
 155, 3.6800e-02, 2.7670e-02
 156, 1.9500e-02, 1.3830e-02
 157, 7.4000e-03, 7.4000e-03
 158, 3.0000e-03, 3.0000e-03
 159, 1.0000e-03, 1.0000e-03
 160, 2.0000e-04, 2.0000e-04
 161, 2.0000e-04, 2.0000e-04
 162, 0.0000e+00, 0.0000e+00
  0.02333 MeV.
  73, 1.0000e-04, 1.0000e-04
  74, 5.0000e-04, 5.0000e-04
  75, 1.3000e-03, 1.3000e-03
  76, 5.3000e-03, 5.3000e-03
  77, 9.8000e-03, 9.8000e-03
  78, 2.7400e-02, 2.1740e-02
  79, 5.6800e-02, 4.8510e-02
  80, 1.4210e-01, 1.1246e-01
  81, 1.8940e-01, 1.4071e-01
  82, 3.3380e-01, 2.2747e-01
  83, 5.1020e-01, 2.9529e-01
  84, 9.1230e-01, 3.3668e-01
  85, 1.3512e+00, 2.8699e-01
  86, 1.9257e+00, 2.7212e-01
  87, 2.4796e+00, 3.0999e-01
  88, 3.7196e+00, 4.3865e-01
  89, 4.6912e+00, 5.0818e-01
  90, 5.6501e+00, 6.1721e-01
  91, 5.7333e+00, 5.4229e-01
  92, 6.1726e+00, 5.8823e-01
  93, 6.0547e+00, 5.8664e-01
  94, 6.9350e+00, 6.3150e-01
  95, 6.6178e+00, 6.1600e-01
  96, 6.3478e+00, 5.0509e-01
  97, 6.0909e+00, 3.8347e-01
  98, 6.3749e+00, 2.9409e-01
  99, 6.2849e+00, 4.8684e-01
 100, 6.3986e+00, 8.4741e-01
 101, 5.2344e+00, 1.0215e+00
 102, 3.9917e+00, 1.0509e+00
 103, 2.6847e+00, 8.9403e-01
 104, 1.6704e+00, 6.7772e-01
 105, 7.8940e-01, 3.9798e-01
 106, 3.3900e-01, 1.9705e-01
 107, 1.1690e-01, 7.7060e-02
 108, 4.2700e-02, 2.7940e-02
 109, 1.8700e-02, 1.1280e-02
 110, 1.4600e-02, 8.3900e-03
 111, 1.3000e-02, 7.8700e-03
 112, 1.2800e-02, 1.2560e-02
 113, 1.4700e-02, 1.0880e-02
 114, 1.7800e-02, 8.4500e-03
 115, 1.8700e-02, 8.2300e-03
 116, 1.9600e-02, 7.6900e-03
 117, 1.5700e-02, 8.8500e-03
 118, 1.6200e-02, 8.9800e-03
 119, 1.3600e-02, 9.5500e-03
 120, 1.4500e-02, 9.2600e-03
 121, 1.1400e-02, 6.2000e-03
 122, 1.1600e-02, 6.7900e-03
 123, 1.1300e-02, 6.0000e-03
 124, 1.1000e-02, 8.3900e-03
 125, 1.6500e-02, 9.9800e-03
 126, 4.4300e-02, 3.6020e-02
 127, 1.2950e-01, 9.1940e-02
 128, 3.8740e-01, 2.3471e-01
 129, 9.2930e-01, 4.5838e-01
 130, 1.7709e+00, 7.3382e-01
 131, 2.8100e+00, 9.2049e-01
 132, 4.1662e+00, 1.0186e+00
 133, 6.1976e+00, 1.0704e+00
 134, 7.7406e+00, 8.1844e-01
 135, 6.8158e+00, 3.9933e-01
 136, 6.6237e+00, 3.4711e-01
 137, 6.3622e+00, 4.1047e-01
 138, 6.7559e+00, 6.1397e-01
 139, 6.3657e+00, 5.9862e-01
 140, 5.9479e+00, 5.5214e-01
 141, 5.6027e+00, 5.4560e-01
 142, 6.0497e+00, 5.3954e-01
 143, 5.5831e+00, 5.5563e-01
 144, 5.2690e+00, 5.4298e-01
 145, 4.1506e+00, 4.7842e-01
 146, 3.1152e+00, 3.3562e-01
 147, 2.2798e+00, 2.7195e-01
 148, 1.8302e+00, 2.8059e-01
 149, 1.1940e+00, 2.5842e-01
 150, 7.1450e-01, 2.5271e-01
 151, 4.2500e-01, 2.2003e-01
 152, 2.7850e-01, 1.7320e-01
 153, 1.6080e-01, 1.0556e-01
 154, 8.6800e-02, 7.1760e-02
 155, 4.4500e-02, 2.9050e-02
 156, 1.7300e-02, 1.6260e-02
 157, 9.2000e-03, 8.2900e-03
 158, 3.6000e-03, 3.6000e-03
 159, 3.0000e-04, 3.0000e-04
 160, 2.0000e-04, 2.0000e-04
 161, 1.0000e-04, 1.0000e-04
 162, 1.0000e-04, 1.0000e-04
 163, 0.0000e+00, 0.0000e+00
  0.02955 MeV.
  74, 3.0000e-04, 3.0000e-04
  75, 9.0000e-04, 9.0000e-04
  76, 4.5000e-03, 4.5000e-03
  77, 1.2000e-02, 7.3200e-03
  78, 2.5900e-02, 1.6970e-02
  79, 6.1200e-02, 3.5450e-02
  80, 1.3270e-01, 8.0240e-02
  81, 1.9060e-01, 1.1161e-01
  82, 3.2550e-01, 1.7062e-01
  83, 5.1350e-01, 2.2279e-01
  84, 8.8620e-01, 2.8698e-01
  85, 1.3301e+00, 3.0519e-01
  86, 1.9100e+00, 3.4172e-01
  87, 2.5140e+00, 3.6163e-01
  88, 3.7481e+00, 4.7887e-01
  89, 4.7255e+00, 5.2937e-01
  90, 5.6128e+00, 4.4799e-01
  91, 5.7742e+00, 4.8862e-01
  92, 6.1176e+00, 5.2076e-01
  93, 6.0541e+00, 5.6687e-01
  94, 6.9595e+00, 6.1375e-01
  95, 6.6220e+00, 5.6062e-01
  96, 6.3225e+00, 5.0490e-01
  97, 6.0674e+00, 3.8953e-01
  98, 6.4451e+00, 3.4785e-01
  99, 6.3083e+00, 4.4108e-01
 100, 6.4039e+00, 7.3613e-01
 101, 5.2152e+00, 8.4087e-01
 102, 3.9676e+00, 8.2675e-01
 103, 2.6721e+00, 7.4269e-01
 104, 1.6824e+00, 5.7045e-01
 105, 7.9680e-01, 3.1043e-01
 106, 3.3290e-01, 1.5028e-01
 107, 1.0870e-01, 6.5720e-02
 108, 4.0700e-02, 2.8800e-02
 109, 1.7900e-02, 1.0820e-02
 110, 1.5600e-02, 1.1320e-02
 111, 1.4900e-02, 1.1540e-02
 112, 1.4200e-02, 9.2800e-03
 113, 1.4700e-02, 9.8500e-03
 114, 1.7100e-02, 1.2650e-02
 115, 1.6400e-02, 9.1800e-03
 116, 1.8800e-02, 1.2190e-02
 117, 1.6700e-02, 1.2550e-02
 118, 1.5500e-02, 1.0050e-02
 119, 1.4200e-02, 9.2700e-03
 120, 1.4300e-02, 1.1280e-02
 121, 1.4400e-02, 9.9400e-03
 122, 1.2200e-02, 1.0610e-02
 123, 1.0500e-02, 7.5700e-03
 124, 1.1300e-02, 1.0400e-02
 125, 1.7700e-02, 1.0060e-02
 126, 4.1000e-02, 3.0370e-02
 127, 1.3040e-01, 8.7570e-02
 128, 3.7790e-01, 1.8370e-01
 129, 9.1950e-01, 3.7029e-01
 130, 1.7886e+00, 5.9497e-01
 131, 2.7981e+00, 7.6895e-01
 132, 4.1656e+00, 8.4165e-01
 133, 6.1110e+00, 8.7454e-01
 134, 7.8502e+00, 7.4216e-01
 135, 6.8064e+00, 3.6674e-01
 136, 6.6685e+00, 3.8556e-01
 137, 6.3314e+00, 4.5232e-01
 138, 6.7814e+00, 5.2589e-01
 139, 6.3528e+00, 5.8475e-01
 140, 5.9351e+00, 5.3059e-01
 141, 5.6217e+00, 5.3829e-01
 142, 6.0246e+00, 4.7738e-01
 143, 5.6154e+00, 4.7316e-01
 144, 5.2518e+00, 4.8136e-01
 145, 4.1358e+00, 4.6021e-01
 146, 3.1439e+00, 3.8407e-01
 147, 2.3206e+00, 3.4633e-01
 148, 1.7971e+00, 3.5229e-01
 149, 1.1726e+00, 2.6887e-01
 150, 7.0360e-01, 2.3224e-01
 151, 4.3050e-01, 1.9271e-01
 152, 2.6450e-01, 1.3645e-01
 153, 1.5620e-01, 7.8590e-02
 154, 9.0100e-02, 5.2280e-02
 155, 4.0100e-02, 2.5730e-02
 156, 1.9200e-02, 1.0520e-02
 157, 9.1000e-03, 4.6700e-03
 158, 3.0000e-03, 2.7700e-03
 159, 9.0000e-04, 9.0000e-04
 160, 2.0000e-04, 2.0000e-04
 161, 0.0000e+00, 0.0000e+00
 162, 0.0000e+00, 0.0000e+00
  0.04339 MeV.
  73, 2.0000e-04, 2.0000e-04
  74, 3.0000e-04, 3.0000e-04
  75, 6.0000e-04, 6.0000e-04
  76, 4.1000e-03, 4.1000e-03
  77, 1.2000e-02, 8.8000e-03
  78, 2.3700e-02, 1.6830e-02
  79, 6.4100e-02, 3.7240e-02
  80, 1.3940e-01, 7.4850e-02
  81, 1.8800e-01, 1.0744e-01
  82, 3.2760e-01, 1.5893e-01
  83, 4.9300e-01, 2.0810e-01
  84, 9.0350e-01, 2.5853e-01
  85, 1.3374e+00, 2.3198e-01
  86, 1.8988e+00, 2.4865e-01
  87, 2.4910e+00, 2.5836e-01
  88, 3.7197e+00, 4.0158e-01
  89, 4.7145e+00, 5.1379e-01
  90, 5.5842e+00, 5.1591e-01
  91, 5.7304e+00, 4.4366e-01
  92, 6.1234e+00, 5.3259e-01
  93, 6.0971e+00, 5.4653e-01
  94, 6.9222e+00, 6.2022e-01
  95, 6.6108e+00, 5.3566e-01
  96, 6.3193e+00, 4.2095e-01
  97, 6.0980e+00, 3.2396e-01
  98, 6.4039e+00, 3.2411e-01
  99, 6.3312e+00, 3.8977e-01
 100, 6.4234e+00, 6.9337e-01
 101, 5.2338e+00, 8.2634e-01
 102, 3.9962e+00, 8.7714e-01
 103, 2.7051e+00, 7.8865e-01
 104, 1.6791e+00, 6.4181e-01
 105, 7.9320e-01, 3.6981e-01
 106, 3.4850e-01, 2.0460e-01
 107, 1.1950e-01, 8.3120e-02
 108, 4.3600e-02, 3.8530e-02
 109, 1.7100e-02, 1.2230e-02
 110, 1.6300e-02, 1.0590e-02
 111, 1.5900e-02, 9.8800e-03
 112, 1.4300e-02, 7.7600e-03
 113, 1.6700e-02, 1.3590e-02
 114, 1.8900e-02, 7.4200e-03
 115, 1.6000e-02, 1.4110e-02
 116, 2.0100e-02, 1.5820e-02
 117, 1.6200e-02, 8.7300e-03
 118, 1.7100e-02, 1.3690e-02
 119, 1.5500e-02, 1.0310e-02
 120, 1.4700e-02, 9.4700e-03
 121, 1.3400e-02, 9.4200e-03
 122, 1.3500e-02, 8.0100e-03
 123, 8.5000e-03, 8.2000e-03
 124, 1.0100e-02, 9.5400e-03
 125, 1.6500e-02, 1.3790e-02
 126, 4.6000e-02, 4.4950e-02
 127, 1.3880e-01, 1.0135e-01
 128, 3.9000e-01, 2.3222e-01
 129, 9.1470e-01, 4.1297e-01
 130, 1.7998e+00, 6.5705e-01
 131, 2.8364e+00, 8.5198e-01
 132, 4.1815e+00, 8.5545e-01
 133, 6.1682e+00, 8.5915e-01
 134, 7.8209e+00, 6.8802e-01
